ordem,bloco,quem,organizacao,nome,texto
126,TERCEIRO,Candidato,MDB,Simone Tebet,"Mais uma vez o candidato fabrica fake news e divulga fake news. Líder da bancada feminina, nós tínhamos um rodízio, podíamos, no início, ficar uma única mulher. Assim que ouvi a Dra. Nísia sendo agredida, ela foi vítima de violência política, sim, não concordo com as ideias dela, mas ela foi vítima, liguei para a senadora Leila que era aquela que estava no rodízio, ela foi lá e, mesmo sendo da oposição do atual Presidente, defendeu a Dra. Nísia, exigindo que fosse respeitada e pudesse ter voto. Mas é isso, vamos parar de briga. Lugar de Presidência é lugar de exemplo, de coisa séria. Não podemos ter um Presidente que mente, que cria fake news, que divide as famílias, que destila ódio, que agride da forma mesmo desrespeitosa qualquer pessoa que, de alguma forma, lhe aponte a verdade. Mas vamos fazer diferente. Nosso governo será um governo de amor, de cuidados verdadeiros; e só assim nós mudaremos o Brasil, de verdade."
127,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Defesa da família, contra o aborto, nós somos favorável à vida dele, à sua concepção, contra a liberação das drogas. Nós defendemos a propriedade privada. Nós demos, através de decretos e portarias, o legítimo direito à defesa a todos, em especial às mulheres. É um governo que faz por todos. É um governo que não divide, que não fala grosso para tentar intimidar quem quer que seja só porque é mulher. Nós somos um só país, uma só pátria, um só povo. Nós pregamos a união, o amor, a compreensão. Por que me atacar porque eu acabei com harmonia da corrupção de muita gente por aí, é por isso? Por isso essa raiva de todos contra Jair Bolsonaro?"
128,TERCEIRO,Imprensa,Cultura,Leão Serva,"A próxima a perguntar é a candidata Soraya Thronicke. Para quem a senhora vai perguntar, senadora?"
129,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,Para o candidato Luiz Inácio Lula da Silva.
130,TERCEIRO,Imprensa,Cultura,Leão Serva,"Um minuto para a sua pergunta, por favor."
131,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"Candidato, o brasileiro sofre hoje com dois problemas econômicos muito graves que são: a inflação e o desemprego. E a cobrança excessiva de impostos federais agrava muito esses dois problemas, porque impede a criação de novos postos de trabalho e, também, rouba grande parte do poder de compra das famílias. O senhor começou a governar 20 anos atrás, ficou no governo por 14 anos, e agora volta. Volta sem proposta. Não sei o que vai fazer para acabar com a carga tributária, melhorar o poder de compra das pessoas. Gostaria de ouvir do senhor, porque não consegui entender até agora no seu plano."
132,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Candidata Soraya, obrigado pela pergunta. Eu acho que vossa excelência não deve ter acompanhado o que aconteceu neste país. Não sei se a senhora tem memória que, quando eu tomei posse, em 2003, o Brasil estava quebrado. Nós tínhamos uma inflação de 12%, desemprego de 12%, nós tínhamos uma dívida pública de 60.4% e tínhamos uma dívida externa de 30%. Esse que vos fala reduziu a dívida pública líquida para 39%. Esse reduziu a inflação, que foi para dentro da meta de 5; 5,5; 6; 4,5? porque eram dois para mais e dois para menos. Esse que vos fala gerou 22 milhões de empregos neste país e, mais ainda, nós conseguimos começar uma reserva internacional que deu ao país uma estabilidade que jamais o país teve. País que tinha quebrado duas vezes em 1998. E obviamente que eu volto com único compromisso e possivelmente eu seja a única pessoa a dizer isso, que eu não posso voltar e fazer menos do que eu fiz porque seria melhor não voltar então. Eu quero voltar para ver se esse país volta a gerar emprego, para ver se esse país volta a aumentar salário, para ver se o salário-mínimo volta a aumentar, pra ver se a gente consegue fazer uma Reforma Tributária, que botei duas reformas tributárias para o Congresso Nacional, e não passa. Este país é possível ser consertado, eu já provei uma vez. Eu tenho prazer de quando eu deixei a Presidência, a economia crescia 7,5%, o comércio varejista crescia 13%, e a gente estava vivendo situação em que o trabalhador mais pobre tinha recebido 80% de aumento, enquanto o rico recebera apenas 20% de aumento. Não era tudo, não era, mas foi o mais importante governo de inclusão social da história deste país."
133,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"O seu partido, um corrupto confesso, e esse mundo lindo que o senhor fala só existe na propaganda eleitoral do senhor. O Brasil precisa mudar, e mudar de verdade, para valer. Precisa do mundo digital... nós já estamos caminhando, e os seus economistas são todos mofados. Nós temos uma solução para o Brasil, que é a solução do Imposto Único Federal. Nós vamos excluir, retirar 11 tributos federais e vamos trocar por um só, uma alíquota de 1.26%, que vai aumentar o poder de compra do brasileiro e diminuir a inflação. Além disso, isentar de imposto de renda e de INSS quem ganha até 5 salários mínimos. Tudo aquilo que é descontado do teu salário vai sobrar no seu bolso. Como nós vamos fazer isso? Não é milagre. Tem conta. São 30 anos de estudo do professor Marcos Cintra, e eu desafio qualquer economista a discutir comigo Imposto Único Federal."
134,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"A candidata Soraya, se ela tivesse acompanhado a política desse país, ela percebia que o seu vice já fez essa proposta 30 anos atrás e não foi sequer levada em conta pelos eleitores desse país e desse estado. A segunda coisa que eu queria dizer para a candidata Soraya é de que, nesse país, se consegue falar muita coisa, e a senhora diz que não viu esse país que eu falei acontecer; o seu motorista viu. O seu jardineiro viu. A sua empregada doméstica viu. Você pode perguntar para a sua empregada doméstica, que ela viu que esse país melhorou, ela viu que ela podia almoçar e jantar todo santo dia, que ela podia tomar café. Ela viu que o filho dela poderia entrar em uma universidade. O seu jardineiro viu. Ora, porque os pobres efetivamente cresceram nesse país e conquistaram cidadania. Talvez a senhora não tenha visto. Eu não sei se a senhora votou favorável à legalização do emprego da empregada doméstica, mas ela viu que melhorou a vida dela. Ela viu que ela foi respeitada. E é assim que vai voltar a ser: o pobre deste país vai voltar a ser respeitado. Ele não vai ter emprego verde e amarelo, ele vai ter emprego efetivamente, sabe, com descanso semanal remunerado, com direito a férias, porque esse país acabou a escravidão em 1888. Não é possível que o trabalhador, hoje, fique trabalhando como se fosse um entregador de comida, sentindo o cheiro da comida sem poder comprar o que comer. É preciso que a gente legalize a vida desse cidadão; transformá-lo em um pequeno empreendedor é dar cidadania para ele. É fazer com que ele tenha direito quando sua moto quebra, quando seu carro quebra, quando a sua bicicleta quebra, e é isso que nós vamos fazer, porque é isso que nós sabemos fazer, e é isso que nós fizemos a vida inteira. Nada de escravidão no século XXI. É preciso voltar ao tempo da liberdade que eu aprendi desde o movimento sindical."
135,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Candidato Ciro Gomes, o senhor é o próximo a perguntar. A quem o senhor pergunta?"
136,TERCEIRO,Candidato,PDT,Ciro Gomes,"Ao professor D'Ávila. Meu caro professor, esse mundo mágico do PT, que o Lula corta a conclusão dele, que deu no Jair Bolsonaro, terminou com a expansão do crédito de 15 para algo ao redor de 52% no período do Lula e do PT. Porém, na mesma data, foram praticados os mais altos juros do planeta Terra, consistentemente, lá como hoje, e hoje o Brasil tem 66.600.000 jardineiros, motoristas, empregados domésticos, 66.600.000 pessoas humilhadas no SPC. Eu tenho uma proposta para refinanciar essa dívida de todos os brasileiros que estão humilhados no SPC e de seis milhões de empresas que também caíram no conto do juro alto e que estão no Serasa. Qual é sua opinião sobre essa proposta?"
137,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"Bom, Ciro, nós vivemos nesse país do realismo mágico, não é? Se nós pegarmos... Que nem um jogo de futebol: quando terminar lá os 45 minutos do segundo tempo, depois de 14 anos no poder, qual foi o Brasil que o PT deixou para nós 13 milhões de desempregados, a maior recessão econômica da história, contas públicas estouradas, o maior escândalo de corrupção do mundo, o início do nós e eles, que começou a esgarçar a democracia brasileira. A democracia brasileira começa a ser fragilizada com a corrupção: a corrupção das instituições, a corrupção dos valores, a corrupção de honrar o contrato, que não foi mais respeitado. E o que foi esse gigantismo do Estado? Destruiu empregos e deixou muita gente rica. Lembra EBX? Tudo usado com o seu dinheiro. Sabe qual foi o rombo só das estatais se nós pegarmos aí 2011 a 2020? R$ 160 bilhões, dinheiro do nosso imposto, nós, que trabalhamos, que a União teve que pagar para cobrir rombo de estatal. Esses cabides de emprego, esses lugares onde é o antro da corrupção do Brasil. Portanto, essa é a forma fracassada. Não há a menor dúvida, se o PT voltar ao poder, a chance de o Brasil voltar a crescer de forma sustentável, a abrir a economia, competir no comércio global, gerar renda e emprego, tirar o Estado pesado das costas de todos nós que trabalhamos, produzimos, é zero! Zero. Chega de autoengano."
138,TERCEIRO,Candidato,PDT,Ciro Gomes,"A minha ideia é de que 60% do PIB brasileiro, quando cresce ou não cresce, depende do consumo das famílias, e o consumo das famílias vem de emprego e renda, que só aparecem depois que a economia volta a crescer, e faz 11 anos... 8 de PT, 3 de Bolsonaro... que o país cresce perto de zero. Portanto, renegociar dívidas, refinanciar as dívidas é relativamente simples; procure no cirotv.com.br, cirogomes.com.br os detalhes disso, mas é simples: um grande leilão, todos os crediaristas, as contas que estão aí, os credores que derem o maior desconto... eu tenho conseguido no Serasa 90% de desconto, traz a dívida média sua de R$ 1.400. Refinanciar esses R$ 1.400 em muitas prestações, 36 vezes, com juro moderado; é simples e eu posso fazer."
139,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"Olha, só tem uma forma pro Brasil voltar a crescer. Primeiro é abrir a economia. Nenhum país do mundo ficou rico fechando sua economia, criando reserva de mercado, tendo um monte de estatal. 500 estatais no Brasil. Tem que privatizar, abrir a economia, fazer com que o investimento externo volte a ajudar o Brasil a crescer. Precisamos investir na educação, precisamos aproveitar essa enorme oportunidade do meio ambiente. Nós precisamos olhar pro mercado. Sabe o que acontece? O Governo não chama quem gera riqueza, que é o setor privado, pra conversar. O Governo só cria problema pra quem produz nesse país e gera riqueza, que é o setor privado. Portanto, gente, não se iluda. Essas formas desse estatismo, que é uma doença nesse Brasil, jamais o Brasil vai voltar a crescer, a gerar renda e emprego de forma sustentável. Jamais vai tirar gente da pobreza. Vai ter que ficar criando programa emergencial a vida inteira pra sustentar as pessoas. E sabe o que as pessoas querem? A dignidade do trabalho. Eu pergunto a você: a sua vida melhorou ou piorou nos últimos dez anos? Todo mundo que eu converso nesse Brasil me fala: ""A minha vida piorou muito"". É lógico que piora. A economia não cresce. A dignidade do emprego não existe. Portanto, gente, para de votar no menos pior. Vamos olhar pro Brasil que dá certo. É o Brasil do setor privado. Deixa as pessoas trabalharem e gerarem riqueza que esse Brasil vai ser uma potência mundial. Deixa a gente trabalhar e empreender. É só isso que o brasileiro pede. Não tá pedindo favor do Governo. Não quer mais dinheiro. Não quer mais gasto. Não quer mais malabarismo com dinheiro. Não quer nada. Quer regras claras e deixa o mercado trabalhar. É assim que nós vamos gerar oportunidade de verdade e parar de ter um programa emergencial atrás do outro por causa da incompetência da gestão pública. Tá na hora do Estado servir o cidadão ao invés de se servir do cidadão pra defender privilégio do setor público e do setor privado."
140,TERCEIRO,Imprensa,Cultura,Leão Serva,"O próximo a perguntar é o candidato Jair Bolsonaro. Candidato, pra quem pergunta?"
141,TERCEIRO,Candidato,PL,Jair Bolsonaro,Quem tá sobrando aí?
142,TERCEIRO,Imprensa,Cultura,Leão Serva,A senadora Simone Tebet e Soraya Thronicke. O Ciro Gomes também.
143,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Vou perguntar pro Ciro, ter um papo sobre mulher aqui, Ciro. Ô Ciro, defesa da mulher é uma obrigação nossa. Nós tivemos vários programas, além das quase 70 leis aprovadas. Tivemos o programa Qualifica Mulher, que estimula ações que promovam autonomia econômica das mesmas, programa Mães do Brasil, pra amparar mulheres no exercício de sua maternidade, Casa da Mulher Brasileira também é outra ação nossa. E nós temos também um grande programa de microcrédito na Caixa Econômica Federal. Esse último programa que busca inserir a mulher no mercado de trabalho com esse microcrédito que ela pode fazer o empréstimo e abrir seu salão de beleza, por exemplo. Políticas como essa, o que você acha? Você tem como ampliá-las?"
144,TERCEIRO,Candidato,PDT,Ciro Gomes,"Presidente Bolsonaro, a grande questão da incompreensão e da crítica que muitos fazemos é que o senhor aparentemente não percebe ou não dá valor, não respeita com a devida delicadeza, com devida profundidade que todos nós devemos essa grave questão feminina. Nós assistimos, todos aqui, a jornalista Vera Magalhães quantas vezes já me criticou, quantas vezes já me trouxe algum dessabor no seu jeito, no seu estilo de fazer, pra mim é uma amiga que eu respeito, que eu quero bem, e respondo às vezes com certa dureza. O senhor disse certa feita pra chocar todos nós que nasceram seus três filhos e que aí nasceu uma filhinha porque teve uma fraquejada. Isto é o que faz com que as pessoas desconsiderem as suas políticas. Eu não entro nisso. O que eu quero entrar, concretamente, é que hoje 78 de cada 100 mulheres brasileiras estão no limite recorde de endividamento. Elas não vão sair dessa dívida sem uma política pública. A minha obsessão, a minha obsessão é entender que uma mãe, quando o filho pede um bocado, um pedaço de pão seco pra comer e não tem, ela parte, rasga o coração. Isso só quem não compreende. É preciso ter um programa de renda mínima que erradique a miséria porque o Brasil tem comida, diferente do fundão da África. A lei que eu quero propor de combate à ganância simplesmente faz com que a quitação da dívida das pessoas aconteça quando ela duplicar o gasto. Não é razoável essa escravidão eterna que é o mesmo modelo econômico. O presidente Lula se zanga às vezes, é uma crítica que não é pessoal. O governo do PT transferiu pros bancos quatro trilhões e R$ 88 bilhões de juros. Eu fui fazer a conta com o mesmo critério, transferiu com políticas importantes pro povo R$ 330 bilhões pros pobres. Como nunca ninguém de verdade tinha feito nada pelos pobres, o pouquíssimo que o senhor fez parece muito. Mas não é razoável o Brasil viver como está vivendo, e nós precisamos desse conjunto de políticas pra fazer. Portanto, eu aplaudo, colaboro, coopero todas as iniciativas do seu governo. Sabe disso. Na pandemia, o deputado Mauro Benevides Filho desenhou junto comigo, pergunta ao Paulo Guedes, um projeto pra botar R$ 170 bilhões de fundos setoriais que não tinham sido aplicados pra financiar o socorro emergencial. Portanto, eu não sou daqueles críticos que esquece a realidade nem os limites. Apenas o seu governo não conseguiu responder nem a questão econômica trágica que herdou, porque é verdade que o senhor herdou uma tragédia econômica do PT, e nem conseguiu mudar aquilo que foi promessa solene à governança política do país. O senhor tá filiado ao partido do Valdemar Costa Neto, a quem o Lula deu DNIT pra roubar no escândalo do Mensalão. O Brasil não aguenta mais isso."
145,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Ciro, já falei da fraquejada, já me desculpei. Peço desculpas novamente. Agora você... espera aí, minha vez de falar. Agora você falou que a missão mais importante da tua esposa era dormir contigo. Pelo amor de Deus, Ciro. Pelo amor de Deus. Peço que você peça desculpas também aí, tá? Então, no tocante à questão da mulher. Uma coisa muito importante, não deixa de ser o tal do Auxílio Brasil, porque com a política do ""fica em casa, a economia a gente vê depois"" levou muita gente para raias da miséria em nosso país. E quando nós criamos o Auxílio Emergencial, nós procuramos atender primeiro a mulher. Numa família, ela passou a receber o Auxílio Emergencial. E depois, o Auxílio Brasil, também. Tanto é verdade, que 75% do Auxílio Brasil vão para as mulheres. Como disse agora há pouco, a titulação de terras também demos prioridade às mulheres, e não aos homens."
146,TERCEIRO,Candidato,PDT,Ciro Gomes,"Vinte anos atrás, eu cometi uma absoluta infelicidade de fazer uma gracinha com uma mulher extraordinária que foi minha mulher durante 18 anos. Já me desculpei por isso um milhão de vezes, e isso é de se desculpar a vida inteira. Não é disso que estou falando, Bolsonaro. Eu estou falando da sua falta de escrúpulo. Você corrompeu todas suas ex-esposas, todas elas estão envolvidas em escândalos. Você corrompeu os seus filhos. Essa é a questão. Tendo prometido que ia combater a corrupção do PT e do Lula. Essa é a grande contradição que você precisa explicar. Eu não queria trazer esse tipo de argumento aqui, a não ser pela sua falta de caráter de trazer um assunto pessoal de 20 anos atrás, pelo qual já disse, me desculpei muitas vezes, foi uma infelicidade de alguém criado em ambiente machista, reproduziu cultura machista. Mas eu aprendi isso. Você que não aprende nada nunca. Por quê? Porque você é uma pessoa que não tem coração. Sabe, simular sufocamento na hora que o povo brasileiro estava faltando oxigênio em Manaus. Sabe, dizer que não é coveiro na hora que há milhões de famílias brasileiras e amigos, e nos enlutamos. O Brasil tem 3% da população do mundo, morreu 11% das pessoas que morreram no mundo."
147,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"O candidato Jair Bolsonaro pediu direito de resposta. A comissão julgadora está analisando, daqui a pouquinho a gente traz a resposta. Pela ordem do sorteio, o próximo a perguntar é o candidato Luiz Inácio Lula da Silva. Candidato, o senhor tem duas opções:as candidatas Simone Tebet ou a candidata Soraya Thronicke."
148,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Eu vou perguntar para a candidata Simone Tebet. Candidata, a senhora teve uma participação extraordinária na CPI da Covid. E eu queria que a senhora dissesse: houve ou não houve corrupção no processo de tratamento da Covid? Houve ou não houve negligência do governo no cuidado da vacina? Quer dizer, o que que se explica o sigilo de 100 anos para o Ministro da Saúde, que agiu de forma totalmente irresponsável, no trato do Covid? O que que se explica para a sociedade um presidente brincar com uma doença que matou 682 mil pessoas, e ele não foi capaz de derramar uma única lágrima por uma das pessoas que morreram? A senhora que participou ativamente."
149,TERCEIRO,Candidato,MDB,Simone Tebet,"Esse tema é um tema muito difícil para eu falar até hoje, candidato Lula. Porque eu entrei na CPI comovida com a dor de famílias e saí totalmente indignada. Sim, pela insensibilidade do atual presidente da República, negou vacina, atrasou 45 dias, muitas pessoas poderiam estar entre nós, não estão por culpa da insensibilidade de um governo que não colocou vacina no braço do povo brasileiro. Aliás, até hoje deu mau exemplo e dá mau exemplo, e não se vacinou. Mas eu quero sim confirmar, eu vi: Houve corrupção, tentativa de comprar vacinas superfaturadas. Os documentos estão aí. Covaxin é o contrato mais escabroso que eu vi. Tentaram pagar antecipadamente US$ 45 milhões para serem pagos no paraíso fiscal por uma vacina que não tinha comprovação científica, para poder trazer para cá sem nenhum critério. E quando nós denunciamos, como denunciamos a tentativa de levar vantagem de um dólar por vacina, nós, eu, especialmente, fui processada no Supremo Tribunal Federal por um ministro do atual presidente. Mas eu gostaria só de dizer que a corrupção não começou nesse governo. A corrupção é fruto de governos passados, e a corrupção mata. Ela tira remédio do posto, ela tira médico da cirurgia, ela tira merenda no posto de saúde, ela tira o dinheiro que está faltando pra gente fazer os investimentos necessários para gerar emprego e renda para a população brasileira. Então, eu só quero dizer que este governo tem esquemas de corrupção, como lamentavelmente teve o governo de vossa excelência."
150,TERCEIRO,Candidato,PT,Luiz Inácio Lula da Silva,"Eu perguntei porque eu imaginei que a candidata ia falar se ela concorda ou não com o sigilo de 100 anos. Porque a diferença é que no meu governo nós fizemos, e a senhora, como Senadora, sabe, não teve nenhum processo que facilitou mais a investigação, que melhor remunerou a Polícia Federal, que contratou mais policial federal, que não tinha procurador engavetador, era abertura total e transparência total. O Portal da Transparência, você lembra? A Lei do Acesso à Informação, tudo isso foram coisas que o PT criou, onde até o papel higiênico que se usava no palácio as pessoas poderiam acompanhar. Hoje, qualquer coisinha é sigilo de 100 anos. Sigilo de 100 anos, enquanto, no nosso, eu tirei ministro porque comeu um pastel ou uma porque comeu uma tapioca e não conseguiu provar."
151,TERCEIRO,Candidato,MDB,Simone Tebet,"Esta resposta é a conhecida por todos. Por isso que não responde, é óbvio. No meu governo, vai ser transparência total. Sigilo de 100 anos para quê? Quem quer esconder por 100 anos alguma coisa, deve algo ao Brasil. Mas quero retornar a essa questão da corrupção. Por isso que sou contra a reeleição. Já fui a favor um dia. Acho que precisamos imediatamente assumir um compromisso, todos que estão aqui, pelo fim da reeleição. Para se ganhar a eleição, no passado, se criou o Mensalão, comprando, através de mesada, voto de consciência de parlamentares. Depois, quando foi descoberto, inventou-se o Petrolão. Quase se quebrou uma estatal brasileira, fatiando inclusive com parcela do meu partido, e eu faço mea culpa, inclusive de parlamentares que nem nos apoiam, e estão hoje apoiando o atual candidato do PT. Depois de descoberto, quase se quebrou a Eletrobras para se poder segurar os preços da energia, e depois a conta veio muito cara para nós, para se ganhar a reeleição da ex-Presidente Dilma. E agora, talvez, o maior escândalo da história do Brasil de corrupção, o tempo dirá: o orçamento secreto. R$ 16 bilhões todos os anos, dizendo que está indo para o interior do Brasil, sabendo que essas notas são frias, que serviços não são executados, que esse dinheiro volta, na integralidade, para o bolso de quem o entregou. Essa vai ser, sem dúvida nenhuma, a consequência do Mensalão, do Petrolão, vai ser do orçamento secreto. Triste Brasil, que tem que conviver com isso, quando nós estamos diante de crianças que ligam para o 190, em Belo Horizonte, um menino de 11 anos, de nome Miguel, que pede: ""Pelo amor de Deus, eu tô aqui ligando porque minha mãe tá chorando, e nós estamos três dias sem comer"". Onde nós temos filas de famílias atrás de osso para fazer o mínimo de caldo, para ter proteína para os seus filhos. Enquanto nós tivermos essa situação, enquanto nós não tivermos políticos sérios, que realmente cuidem das pessoas, se importem, prezem pelo dinheiro público, o Brasil vai lamentavelmente, ano após ano, viver de Auxílio Emergencial e sem a dignidade do trabalho."
152,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"O Presidente Jair Bolsonaro, candidato, pediu o segundo direito de resposta. Foi considerado, pela comissão julgadora, negado. Foi negado. Porém, o seu primeiro pedido de resposta foi aceito. O senhor tem 45 segundos."
153,TERCEIRO,Candidato,PL,Jair Bolsonaro,"Bem, é do Lula: ""Ainda bem que a natureza criou esse monstro do Coronavírus"". Que moral tu tem para falar de mim, ex-presidiário? Nenhuma moral. Sigilo de 100 anos, uma lei lá do tempo da Dilma para questões pessoais, meu cartão de vacina, ou quem me visita no Alvorada, nada mais além disso. Orçamento secreto: eu vetei, o Parlamento derrubou o veto. É lei. O seu partido, Lula, votou para derrubar o veto no tocante ao orçamento secreto. Não tenho nada a ver com isso. E dizer a vocês também, a vacina corromper? Tentou corromper? Tá de brincadeira, nobre senadora! Tentou corromper? Cadê a corrupção? Cadê o contrato assinado? Cadê a nota? Não tem nada. Só fake news e mentira a meu respeito."
154,TERCEIRO,Imprensa,Cultura,Leão Serva,"O candidato Lula pediu direito de resposta, a comissão vai analisar. A última pergunta desta rodada é do candidato Felipe D'Ávila. Candidato, pode perguntar para a senadora Simone Thronicke... Soraya Thronicke, perdão."
155,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"Nós temos de falar do futuro. Como o Brasil vai crescer, gerar renda e emprego? Para de ficar discutindo só o passado, gente. A gente quer saber como é que vai ter dinheiro no bolso. E a minha pergunta, eu quero até pegar um gancho na senadora Tebet, que falou uma coisa: ""Tem que restaurar a dignidade da política"". Tem que restaurar, sim. Minha pergunta, Soraya, é a seguinte: Que dignidade é essa, de se aprovar um fundão eleitoral de R$ 5 bilhões, tirar dinheiro da educação, do combate à pobreza, de atendimento médico, para financiar campanha política, para todo mundo vir aqui no debate, de jatinho, enquanto tem gente passando fome? Qual é a dignidade de se aprovar uma excrescência que é esse fundo eleitoral, uma indecência?"
156,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"Candidato, nem todos têm o patrimônio que o senhor tem e que muitos doadores da campanha de vocês têm para tocar uma campanha, que é caro. Muito cara. Se nós não tivéssemos o Fundo Eleitoral para financiar a democracia, nós nunca... principalmente nós, mulheres, jamais teríamos acesso à política. Ainda é necessário. Nós não temos a cultura, como acontece nos Estados Unidos, de doar. E é difícil, é difícil, sim, mas tem muita gente ali no próprio partido de vossa excelência que está usando, sim, está falando mal da campanha eleitoral, mas aparece na campanha eleitoral. Isso custa. De onde sai eu não sei, vocês vão ter que explicar. É importante, neste momento do país, financiarmos a democracia, porque senão somente os candidatos dos governadores e do Presidente da República estariam eleitos, porque eles estão com a máquina na mão. E eu presido o União Brasil Mulher Nacional, estou vendo a dificuldade das mulheres de conseguirem financiar as suas campanhas, e os brasileiros não têm a cultura de doar. Tem que começar a ter a cultura de doar, mas, mais do que isso, nada mais me deixa indignada que é ver os candidatos que já foram... um que é Presidente e o outro que era Presidente falarem em um mundo que não existe. Eu vou aproveitar o meu momento agora para tratar disso. O mundo do Presidente Lula está nas propagandas dele, e do Presidente Bolsonaro está nos grupos de WhatsApp, além da propaganda também. Mas o Brasil real, neste país, na realidade, nas ruas, tem gente nesse momento catando lixo, fuçando o lixo para ter o que comer. Eu tenho coragem, eu não tenho rabo preso com nada e com ninguém. Tudo o que nós estamos fazendo e propondo para esse país tem uma explicação. O candidato Lula até agora não explicou como é que ele vai baixar os impostos e acabar com a inflação. Não tem. Nós temos, sim, uma proposta, uma proposta estudada há 30 anos, com muito, muito afinco pelo professor Marcos Cintra. É um homem que passou 17 anos em Harvard, tem livros escritos, não é qualquer pessoa. Quando a gente tem um Posto Ipiranga que não sabe o que é o princípio da essencialidade e abaixa imposto de jet-ski, de videogame em um momento em que tinha que abaixar o imposto do arroz, do feijão e do leite, isso me deixa muito mais indignada. Se não deixa vossa excelência, eu sinto muito, mas é com isso que eu estou preocupada: com o Brasil real, que passa fome. E por isso eu vou lutar, sim, para que todas as mulheres e todas as pessoas que não teriam jamais a porta aberta por conta do coronelismo, neste país, dentro de partidos, tenham a condição de romper essa barreira, como a barreira que eu rompi. Eu estava aí, olha, sentada na cadeira como você assistindo isso aqui. Jamais imaginei conseguir estar aqui um dia. A única forma que você tem é assim: com um pouquinho de financiamento. E se você for dividir todo o Fundo Eleitoral pelo número total de candidatos, é bem pouco, senhor candidato."
157,TERCEIRO,Candidato,NOVO,Felipe D'Avila,"É uma vergonha usar este dinheiro, que deveria ir para a saúde, para a educação, para financiar campanha política. E, sabe, candidata, a senhora, que gosta de mercado, é exatamente isso: candidato bom consegue levantar dinheiro, e não é dinheiro pessoal, não. Nós temos candidato no Brasil inteiro mostrando aí: governador Zema, nossos deputados federais, estaduais que levantam dinheiro, fazem campanha barata, e fazem campanha com o apoio das pessoas. São pessoas aguerridas, que querem ver a representação política no Brasil mudar no Congresso, que isso é uma vergonha. Ninguém representa o pagador de imposto no Congresso Nacional. Só se representa, no Congresso Nacional, interesse das corporações, e a utilização do Fundão é mais uma arma da perpetuação da oligarquia política. Não tem nada de renovação política, Soraya. Você sabe muito bem que um candidato que tenha patrimônio de mais de R$ 10 milhões declarados recebe dez vezes mais do que o de 50 mil. Não democratizou a política, o que ela fez foi perpetuar a oligarquia política."
158,TERCEIRO,Candidato,UNIÃO,Soraya Thronicke,"Em 2018, eu fui eleita sem nenhum centavo de recurso público e só com voluntários. A minha campanha para Senado custou R$ 80 mil. Eu sei muito bem do que eu estou falando, candidato."
159,TERCEIRO,Imprensa,Cultura,Leão Serva,"Ao final da... agora há pouco, o candidato Lula pediu direito de resposta; a comissão considerou improcedente."
160,TERCEIRO,Imprensa,UOL,Fabíola Cidral,"Agora os candidatos respondem a perguntas feitas por jornalistas sobre planos de governo. Cada questão será respondida por dois candidatos, em ordem sorteada previamente."
161,TERCEIRO,Imprensa,Cultura,Leão Serva,"Eu vou fazer a primeira pergunta que será respondida pelos candidatos Ciro Gomes e a candidata Soraya Thronicke. Candidatos, o governo Bolsonaro emitiu uma série de decretos liberando amplamente a circulação de armas e munições no Brasil. A alegação é de que isso aumentaria a percepção de segurança pública. Nos últimos dias, uma criança matou o cunhado com uma arma esquecida no automóvel. Um atirador legalizado no nordeste, irritado com uma criança que chorava, matou o pai e a babá. Em São Paulo, um grande carregamento de armas para o PCC era todo legalizado, e também a mesma coisa aconteceu com milícias cariocas. Caso sejam eleitos, quais serão suas atitudes em relação a esses decretos?"
162,TERCEIRO,Candidato,PDT,Ciro Gomes,"Arma só serve pra matar. Não serve pra outra coisa. É excepcional o caso em que mata em legítima defesa ou no estrito cumprimento de um dever legal. O presidente Bolsonaro, militar treinado, foi assaltado pelo fator surpresa no Rio de Janeiro numa motocicleta, e o bandido levou a arma dele. Percebe? Com essa arma, deve ter assaltado muito mais outras pessoas. É um equívoco grosseiro. Tá bom, lá no interior do Brasil, onde não existe a polícia pra gente chamar, eu concordo você possuir uma arma em casa. Mas essa frouxidão, acabar com a regulação do Exército no sensoriamento de armas e de munições só presta pra reforçar milícia. Eu, presidente da república, sou um homem da paz, vou instrumentalizar a polícia federal, que hoje tem 11.600 homens efetivos apenas na luta pra que nós possamos enfrentar o contrabando de ,armas e aí sim a gente vai trazer a paz pro Brasil."
163,TERCEIRO,Imprensa,Cultura,Leão Serva,A próxima a responder é a candidata Soraya Thronicke.
